;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
2941;Habitación;San Borja;1;0;0;28;2000.0;270.0;28.0
2942;Casa;Lince;3;0;1;90;1150.0;;
2943;Habitación;Pucusana;1;0;0;16;650.0;380.0;12.0
2944;Casa;Jesús María;4;2;1;450;8000.0;;937.0
2945;Casa de villa;Ventanilla;2;0;0;45;1600.0;;
2946;Habitación;Pachacámac;1;0;0;31;850.0;362.0;25.0
2947;Casa en condominio;Ate;4;5;3;650;15000.0;1750.0;
2948;Casa;Lince;1;1;0;37;600.0;;
2949;Casa;Pucusana;4;7;0;340;9990.0;;970.0
2950;Casa;Lince;2;1;0;65;900.0;500.0;
2951;Habitación;Chorrillos;1;0;0;22;1100.0;438.0;
2952;Casa;Ate;5;3;5;960;50000.0;2150.0;2200.0
2953;Habitación;San Borja;1;0;0;30;1500.0;500.0;
2954;Casa;Ate;6;3;4;599;12000.0;1600.0;1200.0
2955;Casa;San Miguel;2;0;0;71;2300.0;25.0;
2956;Casa;Villa El Salvador;6;0;6;1000;20000.0;;715.0
2957;Habitación;Villa El Salvador;0;0;0;23;1000.0;479.0;24.0
2958;Casa;Lince;3;1;3;115;1500.0;;
2959;Casa de villa;Lince;1;0;0;40;600.0;;25.0
2960;Habitación;Mi Perú;1;0;0;15;600.0;;
2961;Casa;Lurigancho;4;4;4;845;35000.0;;
2962;Habitación;San Borja;1;0;0;27;1100.0;606.0;252.0
2963;Casa comercial;Chorrillos;8;4;5;400;8000.0;;2190.0
2964;Habitación;San Borja;1;0;0;30;1400.0;364.0;
2965;Casa en condominio;Ate;4;5;1;365;7150.0;;6600.0
2966;Casa en condominio;Jesús María;4;4;2;250;4200.0;603.0;400.0
2967;Habitación;San Borja;1;0;0;25;1200.0;500.0;
2968;Habitación;San Bartolo;1;0;0;26;1000.0;499.0;24.0
2969;Habitación;San Borja;1;0;0;30;1500.0;350.0;
2970;Casa de villa;Cieneguilla;1;0;0;50;800.0;;
2971;Casa comercial;Chorrillos;0;0;0;380;15500.0;;1640.0
2972;Casa;La Victoria;3;0;0;65;1200.0;;
2973;Casa de villa;Los Olivos;1;0;0;42;800.0;;
2974;Habitación;Pucusana;1;0;0;30;1000.0;425.0;
2975;Habitación;San Borja;1;0;0;62;1800.0;500.0;112.0
2976;Habitación;San Borja;1;0;0;30;700.0;620.0;29.0
2977;Casa en condominio;Ate;4;5;2;390;9000.0;900.0;1380.0
2978;Habitación;Comas;1;0;0;35;1600.0;338.0;98.0
2979;Casa comercial;Punta Negra;0;10;0;627;16000.0;;397.0
2980;Casa;Chaclacayo;2;0;0;72;2000.0;;
2981;Habitación;Chaclacayo;1;0;0;32;800.0;264.0;25.0
2982;Casa en condominio;Ate;6;5;6;1100;25000.0;;
2983;Casa;La Punta;2;0;0;55;1000.0;;
2984;Casa en condominio;Santa Anita;2;1;0;70;1200.0;180.0;
2985;Casa de villa;Santa Anita;2;1;1;65;1800.0;;
2986;Casa;Santiago de Surco;5;2;4;320;21000.0;;
2987;Casa;Ate;4;6;4;500;25000.0;;1298.0
2988;Habitación;Pucusana;1;0;0;20;600.0;;
2989;Casa en condominio;Mi Perú;4;2;2;240;2200.0;480.0;80.0
2990;Casa de villa;Independencia;1;0;0;45;650.0;;
2991;Casa de villa;Rímac;3;0;1;80;1200.0;;17.0
2992;Casa en condominio;Ate;5;5;5;606;18000.0;1850.0;1480.0
2993;Casa de villa;San Miguel;2;0;0;73;2500.0;25.0;64.0
2994;Casa;Mi Perú;2;0;0;70;1200.0;;
2995;Casa;La Punta;2;1;0;80;1580.0;;30.0
2996;Casa comercial;San Miguel;0;2;0;300;10000.0;;
2997;Habitación;San Borja;0;0;0;35;1650.0;543.0;
2998;Casa comercial;Callao;0;1;0;1000;20000.0;;642.0
2999;Casa;Punta Hermosa;5;3;3;500;14000.0;;508.0
3000;Casa de villa;Santa Rosa;3;1;0;64;1760.0;50.0;
3001;Casa;Lurigancho;5;2;2;276;15000.0;;525.0
3002;Habitación;Santiago de Surco;1;0;0;19;1200.0;200.0;24.0
3003;Casa;Ate;4;10;3;750;50000.0;2000.0;
3004;Habitación;La Punta;1;0;0;21;1100.0;303.0;29.0
3005;Casa;Lince;2;1;2;80;950.0;;
3006;Casa;Magdalena del Mar;2;0;0;100;900.0;;
3007;Casa;Lince;2;2;0;80;1000.0;;
3008;Habitación;San Borja;1;0;0;35;1300.0;400.0;250.0
3009;Casa;Jesús María;5;8;3;1200;25000.0;1300.0;900.0
3010;Casa en condominio;Ate;4;5;4;530;20000.0;2333.0;17970.0
3011;Casa;Chorrillos;10;2;4;700;25000.0;;19461.0
3012;Casa;Lurigancho;4;3;4;500;20000.0;;1800.0
3013;Habitación;Pachacámac;1;0;0;20;900.0;217.0;21.0
3014;Habitación;Surquillo;1;0;0;25;650.0;370.0;24.0
3015;Habitación;Villa El Salvador;1;0;1;45;1700.0;442.0;25.0
3016;Casa en condominio;Ate;4;4;4;600;38000.0;1100.0;15000.0
3017;Habitación;Comas;1;0;0;19;1600.0;456.0;72.0
3018;Casa;Jesús María;4;3;1;350;4500.0;;
3019;Casa;Surquillo;1;0;0;40;650.0;;
3020;Habitación;Punta Hermosa;1;0;0;20;900.0;280.0;
3021;Habitación;San Borja;1;0;0;25;2000.0;500.0;20.0
3022;Casa en condominio;Ate;3;1;1;125;4200.0;892.0;432.0
3023;Habitación;Chorrillos;1;0;0;22;1000.0;364.0;25.0
3024;Casa en condominio;Ate;6;5;4;600;16000.0;900.0;8000.0
3025;Casa en condominio;Ate;2;4;2;600;30000.0;1100.0;
3026;Habitación;San Borja;1;0;0;38;1500.0;760.0;
3027;Casa;Santiago de Surco;6;2;2;260;18000.0;;
3028;Habitación;San Borja;1;0;0;30;1900.0;600.0;242.0
3029;Casa;Los Olivos;2;0;0;65;1500.0;;
3030;Casa;Lince;1;1;0;50;550.0;;2.0
3031;Casa;El Agustino;2;0;0;60;850.0;;
3032;Casa comercial;Punta Hermosa;27;8;1;1000;12000.0;;450.0
3033;Habitación;Pachacámac;1;0;0;30;1100.0;235.0;70.0
3034;Habitación;Pachacámac;1;0;0;20;700.0;312.0;8.0
3035;Casa de villa;Lince;3;1;0;80;1300.0;;
3036;Casa en condominio;Ate;5;3;5;560;16000.0;1500.0;1940.0
3037;Casa en condominio;Ate;4;2;4;350;8500.0;510.0;600.0
3038;Habitación;La Punta;1;0;0;30;800.0;495.0;
3039;Casa en condominio;Breña;6;2;2;450;8000.0;;
3040;Habitación;Villa El Salvador;1;0;0;35;1700.0;400.0;53.0
3041;Casa en condominio;Santa Anita;2;0;0;70;1200.0;200.0;80.0
3042;Habitación;Pachacámac;1;0;0;34;900.0;330.0;
3043;Casa en condominio;Villa El Salvador;2;1;0;61;1400.0;570.0;16.0
3044;Habitación;Rímac;1;0;0;22;1690.0;350.0;27.0
3045;Casa;Punta Hermosa;4;3;2;380;10000.0;;730.0
3046;Casa comercial;La Punta;0;1;0;26;1100.0;570.0;50.0
3047;Habitación;San Borja;1;0;0;29;1300.0;1020.0;
3048;Casa;Pucusana;1;0;0;70;1400.0;;21.0
3049;Casa;San Isidro;3;0;0;112;1200.0;;
3050;Casa en condominio;Jesús María;5;8;3;1000;23900.0;1320.0;1061.0
3051;Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;350.0
3052;Casa;Carabayllo;1;0;0;38;600.0;;
3053;Casa comercial;San Luis;0;0;0;1200;45000.0;;
3054;Casa en condominio;Ate;6;4;5;1000;30000.0;2700.0;1800.0
3055;Casa en condominio;Ate;4;3;2;220;3900.0;1100.0;960.0
3056;Casa comercial;San Isidro;3;2;0;225;3000.0;;
3057;Casa;Lurigancho;4;0;3;280;10000.0;;520.0
3058;Casa de villa;Punta Negra;1;0;0;33;1400.0;;53.0
3059;Casa en condominio;Ate;5;4;5;850;32000.0;1510.0;15804.0
3060;Casa;Jesús María;3;3;1;120;2200.0;926.0;260.0
3061;Casa comercial;San Luis;0;0;0;345;12000.0;;
3062;Casa;Lince;6;4;0;180;10000.0;;
3063;Casa;Ventanilla;3;0;0;90;2000.0;;
3064;Habitación;Chorrillos;1;1;0;64;4000.0;;
3065;Casa;Callao;4;3;0;318;4500.0;;
3066;Casa en condominio;Jesús María;4;6;4;600;8000.0;1800.0;3600.0
3067;Casa de villa;Ate;2;0;1;80;1300.0;;
3068;Casa comercial;La Punta;0;2;0;320;38400.0;6729.0;480.0
3069;Casa;Ate;5;1;2;244;7000.0;1624.0;618.0
3070;Habitación;Villa El Salvador;1;0;0;27;1300.0;467.0;54.0
3071;Habitación;Pachacámac;1;0;0;42;650.0;460.0;
3072;Casa;El Agustino;1;0;1;50;800.0;;
3073;Habitación;Santa Rosa;1;0;0;30;700.0;100.0;500.0
3074;Casa en condominio;Jesús María;5;3;5;350;6000.0;495.0;296.0
3075;Casa;Ate;6;4;5;600;29000.0;1300.0;
3076;Habitación;Puente Piedra;0;0;0;25;800.0;350.0;
3077;Casa en condominio;Jesús María;4;4;2;543;10000.0;1340.0;1040.0
3078;Casa en condominio;Jesús María;3;2;3;260;5200.0;1650.0;
3079;Habitación;Pachacámac;1;0;0;32;800.0;278.0;20.0
3080;Casa en condominio;Villa El Salvador;3;0;1;250;2200.0;260.0;
3081;Casa;Lince;2;1;0;70;1200.0;;
3082;Casa en condominio;Jesús María;4;3;4;460;8500.0;995.0;873.0
3083;Casa de villa;San Luis;1;0;0;24;500.0;60.0;250.0
3084;Casa en condominio;Lince;4;5;1;200;2800.0;400.0;
3085;Casa de villa;La Punta;3;0;1;198;1500.0;;
3086;Casa;Lima;2;4;1;195;2800.0;;138.0
3087;Habitación;Punta Hermosa;0;0;0;28;1000.0;440.0;30.0
3088;Habitación;San Borja;1;0;0;37;1600.0;631.0;69.0
3089;Casa;Lince;2;3;1;90;1700.0;;
3090;Habitación;El Agustino;1;0;0;25;650.0;;
3091;Casa;Lince;2;2;1;100;1000.0;;
3092;Casa comercial;Comas;0;1;0;600;60000.0;;
3093;Casa;Santa Anita;3;1;0;80;2000.0;;
3094;Casa en condominio;Callao;3;4;2;272;3000.0;525.0;260.0
3095;Casa en condominio;Ate;5;2;2;300;8500.0;800.0;7500.0
3096;Casa;San Miguel;2;0;0;107;2300.0;500.0;
3097;Casa en condominio;Ate;6;3;6;1000;30000.0;1300.0;1216.0
3098;Habitación;Lurín;0;0;0;22;1100.0;471.0;29.0
3099;Casa;Ate;2;1;1;65;1700.0;;
3100;Habitación;San Borja;1;0;0;45;1600.0;580.0;24.0
3101;Casa en condominio;Jesús María;4;3;0;270;5550.0;570.0;4485.0
3102;Habitación;San Borja;1;0;1;35;2300.0;400.0;30.0
3103;Casa;Punta Hermosa;4;3;2;450;45000.0;2650.0;5900.0
3104;Casa;Callao;4;3;4;400;16000.0;;2200.0
3105;Casa;Santa María del Mar;1;0;0;50;800.0;;17.0
3106;Casa comercial;Lince;0;15;0;300;7000.0;;
3107;Casa;Surquillo;1;0;0;40;700.0;;
3108;Casa;Santiago de Surco;4;3;4;800;35000.0;;
3109;Casa;Jesús María;4;0;2;600;8500.0;;1858.0
3110;Habitación;San Borja;1;0;0;30;2700.0;400.0;25.0
3111;Casa de villa;Callao;2;0;0;65;1400.0;300.0;
3112;Habitación;Villa El Salvador;1;0;0;35;1100.0;500.0;29.0
3113;Habitación;Pachacámac;1;0;0;34;800.0;400.0;130.0
3114;Casa comercial;Bellavista;0;0;0;200;3600.0;;200.0
3115;Casa en condominio;Ate;4;2;4;340;7991.0;1087.0;11360.0
3116;Casa en condominio;Ate;3;5;3;681;19991.0;1907.0;13950.0
3117;Habitación;Comas;1;0;0;50;2200.0;650.0;81.0
3118;Casa en condominio;Jesús María;5;3;4;200;4000.0;960.0;335.0
3119;Casa;Chaclacayo;3;0;0;75;1800.0;;44.0
3120;Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;353.0
3121;Casa en condominio;Ate;4;4;4;680;17000.0;2000.0;18000.0
3122;Casa en condominio;Ate;5;6;4;600;14500.0;1680.0;1980.0
3123;Casa en condominio;Ate;5;4;2;700;13000.0;2200.0;
3124;Habitación;Pachacámac;1;0;0;50;1000.0;400.0;50.0
3125;Casa;Chorrillos;1;0;0;30;400.0;35.0;
3126;Casa en condominio;Ate;6;6;6;1100;25000.0;2695.0;3000.0
3127;Casa;Lince;2;1;0;120;2500.0;;
3128;Casa;Ventanilla;2;1;1;100;2800.0;;400.0
3129;Habitación;Villa El Salvador;1;0;0;40;1600.0;450.0;91.0
3130;Habitación;San Borja;1;1;0;30;1300.0;300.0;100.0
3131;Habitación;Ate;1;1;1;20;1800.0;;
3132;Habitación;Chorrillos;1;0;0;25;1200.0;480.0;
3133;Casa;Jesús María;3;3;1;300;4500.0;;
3134;Casa en condominio;Jesús María;5;8;5;2200;25000.0;1300.0;345.0
3135;Casa;San Isidro;1;0;0;40;800.0;;
3136;Habitación;San Borja;1;0;0;29;1300.0;420.0;30.0
3137;Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1400.0
3138;Casa en condominio;Villa María del Triunfo;4;5;4;150;2700.0;606.0;54.0
3139;Casa;Villa María del Triunfo;2;3;2;300;7500.0;;
3140;Casa de villa;La Molina;2;0;0;41;900.0;;135.0
3141;Habitación;Villa El Salvador;1;0;0;30;1200.0;460.0;25.0
3142;Casa en condominio;Pucusana;3;3;1;340;7500.0;1900.0;970.0
3143;Habitación;Lurín;1;0;0;30;1300.0;400.0;23.0
3144;Casa;Punta Negra;3;1;3;300;4000.0;;1500.0
3145;Casa en condominio;Ate;4;1;2;245;7000.0;1650.0;550.0
3146;Casa comercial;Chorrillos;0;6;0;450;22000.0;;
3147;Casa;Pucusana;6;10;5;1000;25000.0;;706.0
3148;Habitación;Chorrillos;1;0;0;22;1200.0;472.0;24.0
3149;Casa en condominio;Ancón;2;0;0;70;1000.0;;
3150;Casa;Santa Rosa;2;0;1;119;1700.0;;
3151;Casa en condominio;Ancón;2;1;2;75;1700.0;;
3152;Casa de villa;Bellavista;1;0;0;50;700.0;;
3153;Casa en condominio;Jesús María;4;3;4;220;6900.0;1100.0;700.0
3154;Habitación;Lurín;0;0;0;24;1100.0;268.0;
3155;Habitación;Comas;1;0;1;30;6500.0;;
3156;Casa de villa;Magdalena del Mar;1;0;0;44;700.0;;
3157;Casa comercial;San Miguel;3;0;0;90;1500.0;;2076.0
3158;Casa;Punta Hermosa;5;6;5;980;10000.0;;1200.0
3159;Casa;Chorrillos;2;1;1;108;3800.0;;
3160;Habitación;Lurín;1;0;0;20;900.0;408.0;25.0
3161;Casa en condominio;Ate;5;0;5;850;28000.0;;
3162;Casa en condominio;Ate;3;5;3;1030;16000.0;2150.0;2000.0
3163;Casa;Jesús María;3;30;0;600;8000.0;;280.0
3164;Casa en condominio;Ate;11;4;4;937;15000.0;2300.0;14014.0
3165;Habitación;Chorrillos;1;0;0;18;900.0;457.0;
3166;Habitación;Pachacámac;1;0;0;32;700.0;300.0;21.0
3167;Casa en condominio;Ate;4;4;4;305;14000.0;960.0;
3168;Habitación;Rímac;1;0;0;30;2800.0;715.0;
3169;Casa de villa;San Isidro;1;1;0;52;900.0;;
3170;Casa en condominio;Ate;6;0;1;400;10000.0;2333.0;990.0
3171;Casa comercial;Chorrillos;0;0;0;250;16000.0;;1160.0
3172;Casa en condominio;Jesús María;4;2;4;200;4500.0;1350.0;
3173;Casa de villa;Carabayllo;1;0;0;35;780.0;;14.0
3174;Habitación;San Borja;1;0;0;25;1000.0;290.0;
3175;Casa en condominio;Barranco;2;1;0;72;1100.0;280.0;
3176;Habitación;Pachacámac;1;0;0;40;1100.0;300.0;
3177;Casa en condominio;Ate;4;3;4;280;9000.0;950.0;4500.0
3178;Casa;Punta Hermosa;4;5;3;3000;22000.0;2700.0;1700.0
3179;Habitación;Villa El Salvador;1;0;0;55;450.0;;
3180;Habitación;Ventanilla;1;0;0;20;920.0;80.0;
3181;Casa en condominio;Jesús María;4;4;4;600;20000.0;1800.0;16000.0
3182;Casa;Lince;2;1;0;73;1200.0;;
3183;Casa de villa;Mi Perú;1;0;0;40;850.0;;
3184;Casa;Jesús María;5;4;3;360;15000.0;;607.0
3185;Casa en condominio;Callao;2;1;0;75;1500.0;90.0;50.0
3186;Casa en condominio;Ate;5;6;5;1300;34009.0;;
3187;Casa;Jesús María;4;2;2;200;2300.0;870.0;140.0
3188;Casa en condominio;San Luis;5;4;5;400;10000.0;699.0;5000.0
3189;Habitación;Chorrillos;1;0;0;25;1000.0;582.0;24.0
3190;Casa;Chorrillos;4;0;1;300;10500.0;;40.0
3191;Casa en condominio;Ate;4;5;3;650;20000.0;1750.0;8724.0
3192;Casa en condominio;Ate;5;4;5;1280;30000.0;1300.0;
3193;Habitación;Rímac;1;0;0;21;1800.0;700.0;27.0
3194;Habitación;Lurín;1;0;0;30;1100.0;390.0;24.0
3195;Casa en condominio;Ate;2;1;1;70;1500.0;180.0;
3196;Habitación;Chorrillos;0;0;0;24;1200.0;450.0;30.0
3197;Casa de villa;Ate;2;1;0;65;980.0;;60.0
3198;Casa;Ate;5;4;5;600;12000.0;2300.0;
3199;Habitación;Villa El Salvador;1;0;0;24;1290.0;283.0;25.0
3200;Casa;San Luis;3;1;1;180;1950.0;;
3201;Casa;Mi Perú;3;1;0;294;3500.0;;
3202;Habitación;Villa El Salvador;1;0;0;29;950.0;400.0;
3203;Casa en condominio;Jesús María;4;2;4;185;2600.0;900.0;300.0
3204;Habitación;Villa El Salvador;1;0;0;29;900.0;555.0;25.0
3205;Casa en condominio;Lince;3;2;3;220;3000.0;100.0;50.0
3206;Casa en condominio;Ate;4;4;4;300;9000.0;934.0;8865.0
3207;Casa comercial;Callao;0;6;0;515;10000.0;;2279.0
3208;Habitación;Chorrillos;1;0;0;18;900.0;463.0;
3209;Casa;La Punta;7;2;0;883;40000.0;;1040.0
3210;Casa de villa;Punta Negra;1;0;0;45;1000.0;;15.0
3211;Casa en condominio;Callao;4;2;4;179;3900.0;800.0;233.0
3212;Casa de villa;San Borja;2;0;0;50;900.0;;
3213;Casa en condominio;Jesús María;4;3;3;420;8500.0;1000.0;1070.0
3214;Casa de villa;Ventanilla;1;0;0;32;1000.0;125.0;12.0
3215;Casa en condominio;Callao;4;4;4;200;2900.0;550.0;120.0
3216;Casa;Lince;4;2;0;120;1600.0;;
3217;Casa;Ate;1;0;1;55;1600.0;;
3218;Casa comercial;Lurigancho;0;0;0;260;25000.0;;
3219;Casa comercial;Pueblo Libre;6;2;0;500;23000.0;;2670.0
3220;Casa en condominio;Jesús María;4;4;2;700;17000.0;1600.0;1435.0
3221;Casa en condominio;Ate;4;1;1;439;8500.0;1350.0;950.0
3222;Casa en condominio;Mi Perú;3;2;1;207;4500.0;563.0;255.0
3223;Casa de villa;San Luis;3;0;0;80;2200.0;150.0;16.0
3224;Casa en condominio;San Luis;3;0;1;195;2500.0;150.0;
3225;Casa;San Juan de Miraflores;1;1;0;36;500.0;;
3226;Habitación;Chorrillos;1;0;0;25;1100.0;550.0;250.0
3227;Habitación;Carmen de La Legua;1;0;0;25;490.0;;
3228;Habitación;El Agustino;1;0;0;20;500.0;;
3229;Casa en condominio;Punta Negra;2;0;2;120;2000.0;;
3230;Casa;La Victoria;2;1;0;80;1500.0;;150.0
3231;Habitación;Pucusana;1;0;0;30;1000.0;200.0;
3232;Casa;Lince;1;1;0;61;830.0;;
3233;Casa en condominio;Ate;5;6;5;560;28000.0;2200.0;
3234;Casa en condominio;La Victoria;2;1;1;75;1600.0;40.0;
3235;Casa en condominio;Jesús María;4;2;4;316;4500.0;990.0;
3236;Casa en condominio;Ate;4;6;4;950;20000.0;2650.0;
3237;Casa de villa;Santa Rosa;1;0;0;40;800.0;;
3238;Casa;San Luis;3;5;1;150;2500.0;;1200.0
3239;Casa comercial;Santa Anita;0;0;0;30;900.0;450.0;56.0
3240;Casa en condominio;Ate;6;6;6;1200;25000.0;1650.0;2900.0
3241;Casa de villa;San Miguel;2;0;0;75;2200.0;;
3242;Casa de villa;La Molina;2;0;0;43;1000.0;;120.0
3243;Casa;Cieneguilla;1;0;0;50;600.0;;
3244;Casa en condominio;Ate;5;3;4;500;8500.0;900.0;
3245;Habitación;Villa El Salvador;1;0;0;22;1000.0;378.0;
3246;Casa;La Punta;5;3;1;300;3000.0;;290.0
3247;Casa;Santa Anita;4;1;0;180;2500.0;;80.0
3248;Casa en condominio;Punta Negra;2;1;2;100;2100.0;170.0;66.0
3249;Habitación;La Punta;1;0;0;32;1250.0;320.0;
3250;Casa en condominio;Jesús María;3;2;3;150;3200.0;1000.0;
3251;Casa en condominio;Jesús María;4;2;3;135;2800.0;560.0;
3252;Casa en condominio;Jesús María;5;5;5;500;15000.0;1800.0;650.0
3253;Casa en condominio;Villa El Salvador;3;2;1;100;2100.0;415.0;85.0
3254;Casa en condominio;Jesús María;4;10;3;480;15000.0;590.0;
3255;Habitación;San Borja;1;0;0;36;1600.0;610.0;54.0
3256;Casa;El Agustino;2;1;1;60;1150.0;;
3257;Casa;Lurigancho;7;6;4;845;35000.0;;
3258;Casa;Santa Rosa;2;1;0;45;700.0;;
3259;Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1399.0
3260;Casa en condominio;Ate;4;6;4;900;17000.0;1200.0;22000.0
3261;Casa en condominio;Ate;6;4;4;662;10000.0;1129.0;1486.0
3262;Casa comercial;Pueblo Libre;0;4;0;726;35000.0;;1869.0
3263;Casa en condominio;Ate;5;3;3;600;10000.0;2100.0;16070.0
3264;Casa en condominio;La Perla;5;3;1;600;14500.0;570.0;980.0
3265;Casa en condominio;Villa El Salvador;1;1;0;50;1600.0;220.0;
3266;Casa;Callao;4;2;3;169;3100.0;600.0;225.0
3267;Casa en condominio;Ate;4;4;4;763;12000.0;800.0;2041.0
3268;Casa;Lince;2;0;0;116;1100.0;;
3269;Casa en condominio;Ate;4;4;4;900;15000.0;1170.0;2100.0
3270;Casa;Pachacámac;2;0;0;207;4000.0;;
3271;Casa;Lince;3;0;1;140;1500.0;;
3272;Casa;San Luis;3;3;0;280;4000.0;;1200.0
3273;Casa;Ate;6;0;5;800;18000.0;825.0;1786.0
3274;Casa;Magdalena del Mar;1;0;0;44;700.0;;
3275;Casa;La Punta;3;1;0;75;2950.0;;
3276;Casa de villa;Comas;2;0;0;58;1000.0;;
3277;Casa;Pueblo Libre;3;3;1;250;8600.0;1900.0;580.0
3278;Casa;Santa Rosa;1;0;0;40;450.0;;
3279;Casa en condominio;Rímac;6;3;6;1206;55000.0;3200.0;5016.0
3280;Casa en condominio;San Borja;2;1;1;80;3000.0;50.0;
3281;Casa de villa;Santa Anita;3;1;1;92;1500.0;80.0;11.0
3282;Casa en condominio;Jesús María;4;4;4;350;9000.0;550.0;3000.0
3283;Habitación;Rímac;1;0;0;32;2400.0;715.0;121.0
3284;Casa;San Luis;4;2;1;240;6500.0;;700.0
3285;Casa;Lince;2;1;2;86;1500.0;;
3286;Casa comercial;Lince;3;2;0;287;7000.0;;
3287;Habitación;San Borja;1;0;0;32;1600.0;692.0;
3288;Habitación;La Punta;1;0;0;10;400.0;107.0;10.0
3289;Casa en condominio;Ate;5;3;5;900;20000.0;1300.0;1600.0
3290;Casa en condominio;Ate;3;3;3;400;7500.0;1900.0;
3291;Casa en condominio;Jesús María;3;2;3;200;3600.0;480.0;
3292;Casa;Mi Perú;2;1;0;80;1500.0;;
3293;Casa en condominio;Jesús María;4;4;3;500;9000.0;1000.0;900.0
3294;Casa en condominio;Ate;4;4;2;600;30000.0;1050.0;
3295;Casa de villa;La Molina;3;0;0;73;850.0;;
3296;Casa en condominio;Ate;4;3;4;300;10000.0;1055.0;5500.0
3297;Habitación;Villa El Salvador;1;0;0;23;900.0;605.0;
3298;Habitación;Pachacámac;1;0;0;24;1100.0;323.0;
3299;Casa en condominio;Ate;4;2;4;290;7000.0;7068.0;6800.0
3300;Casa;Lince;1;0;0;50;600.0;;
3301;Casa de villa;La Perla;2;0;0;55;600.0;;
3302;Casa en condominio;Ate;4;3;2;250;7500.0;1300.0;680.0
3303;Casa en condominio;Ate;4;3;4;460;12000.0;1000.0;1200.0
3304;Casa;Jesús María;4;2;2;352;6500.0;;
3305;Casa en condominio;Ate;5;2;5;554;20000.0;1892.0;1743.0
3306;Casa en condominio;Callao;3;3;1;155;2000.0;530.0;1250.0
3307;Casa;Carabayllo;2;1;0;60;1400.0;;
3308;Casa en condominio;Ate;3;5;3;1000;20000.0;3000.0;
3309;Casa;Pachacámac;5;0;1;160;5000.0;;80.0
3310;Habitación;San Borja;1;0;0;22;1500.0;286.0;200.0
3311;Casa en condominio;Ate;5;3;4;450;15000.0;1711.0;2332.0
3312;Habitación;Pachacámac;0;0;0;27;800.0;350.0;25.0
